placement_id,front_json,rank,support_name,category_id,sphere_radius,clearance,pos_x,pos_y,pos_z,surface_z,viable,source_csv
45,d86d22b5-a808-4dfb-acf4-a7a5bfc9457c.json,0,Cabinet.254,48,1.0297,1.1797,-6.0595,-2.2734,1.6850,1.4850,True,prescan_batch_0005.csv
46,00b88e19-d106-4ab8-a322-31c494a0a6b9.json,0,Cabinet.167,48,0.9870,1.1370,-6.6421,-2.8989,1.1370,0.9370,True,prescan_batch_0000.csv
47,21fc89ac-2a4b-4555-90a3-542b05b87543.json,0,Cabinet.162,48,0.9870,1.1370,-7.4506,-4.1508,1.1370,0.9370,True,prescan_batch_0000.csv
48,26ebeff9-d303-4463-a874-48d38ab502eb.json,0,Cabinet.167,48,0.9870,1.1370,-7.3180,-2.9018,1.1370,0.9370,True,prescan_batch_0001.csv
49,fb35ab36-86c0-4e93-ae22-6f42f06702b7.json,0,Cabinet.167,48,0.9870,1.1370,-7.2183,-2.5191,1.1370,0.9370,True,prescan_batch_0006.csv
50,355a7ad3-2bb5-441b-b6cd-211e7f6b46da.json,0,Cabinet.137,48,0.9670,1.1170,-3.6226,-3.7489,1.1170,0.9170,True,prescan_batch_0001.csv
51,42f1b3b9-d5a5-4df2-bfbf-67c5c9606b38.json,0,Cabinet.080,48,0.9670,1.1170,3.4499,-4.8200,1.1170,0.9170,True,prescan_batch_0001.csv
52,c0d599b3-f39b-437a-ba68-cbe816fb9862.json,0,Cabinet.137,48,0.9670,1.1170,-3.5035,-3.7694,1.1170,0.9170,True,prescan_batch_0005.csv
53,e703f50a-b6bb-4452-ae39-119ca37838cc.json,0,Cabinet.137,48,0.9670,1.1170,-3.8448,-4.6707,1.1170,0.9170,True,prescan_batch_0006.csv
54,31eee7bd-f7d4-4326-a68e-bd9016bdce33.json,0,Cabinet.093,48,0.9659,1.1159,-0.2805,-4.8664,1.2774,1.0774,True,prescan_batch_0001.csv
55,7e99f7a0-c0df-4de3-840f-ed0a806760f4.json,0,Cabinet.042,48,0.9574,1.1074,-2.1396,3.4368,1.1470,0.9470,True,prescan_batch_0003.csv
56,99b86feb-981a-4bdd-9ec9-3108afc9b3d3.json,0,Cabinet.003,48,0.9412,1.0912,-5.7484,-2.6686,1.1370,0.9370,True,prescan_batch_0004.csv
57,3723e5d6-5303-4b17-a0fb-e3cf9878e746.json,0,Cabinet.086,48,0.9327,1.0827,-5.8741,-2.6769,1.1370,0.9370,True,prescan_batch_0001.csv
58,1f564c0d-5012-4448-877e-52d8fe9d8cd2.json,0,Cabinet.125,48,0.9320,1.0820,0.6514,-4.7188,1.0820,0.8820,True,prescan_batch_0000.csv
59,a8c505d9-160b-4a66-9358-5c0bb4d90562.json,0,cabinet,48,0.9318,1.0818,-6.0636,-2.3889,1.0818,0.8818,True,prescan_batch_0004.csv
60,2d2220aa-bd4a-4c8d-a716-273daae2bf68.json,0,Cabinet.086,48,0.9227,1.0727,-5.7945,-2.5657,1.1370,0.9370,True,prescan_batch_0001.csv
61,f9f6cab1-833f-4765-9678-013a62097e2b.json,0,Cabinet.086,48,0.9227,1.0727,-6.1917,-2.6287,1.1370,0.9370,True,prescan_batch_0006.csv
62,a440c278-bf0c-44dd-a2c4-1db0efaf782c.json,0,Cabinet.089,48,0.9197,1.0697,-5.9453,-2.6362,1.1220,0.9220,True,prescan_batch_0004.csv
63,d18493f3-ed4b-4e2f-9302-1c0e827fc30f.json,0,Cabinet.082,48,0.9186,1.0686,3.2672,-4.7792,1.0800,0.8800,True,prescan_batch_0005.csv
64,2deeee08-d427-4827-93cf-4314c594d488.json,0,Cabinet.001,48,0.9150,1.0650,-4.8375,0.6168,1.0650,0.8650,True,prescan_batch_0001.csv
65,0e419fb6-6c84-4dd0-ab16-a1d561d36e69.json,0,Cabinet.049,48,0.9000,1.0500,-2.6522,4.5604,1.0500,0.8500,True,prescan_batch_0000.csv
66,5c03cf4a-dcad-4eda-bbba-901e66848c51.json,0,Cabinet.185,48,0.9000,1.0500,3.2723,4.0674,1.0500,0.8500,True,prescan_batch_0002.csv
67,af7bc99c-1565-4ceb-8cdf-05088a7a6718.json,0,Cabinet.056,48,0.9000,1.0500,-4.8947,2.5742,1.0500,0.8500,True,prescan_batch_0004.csv
68,9b098112-9633-4328-b7f8-94054dd2d87e.json,0,Cabinet.108,48,0.8995,1.0495,-4.8112,3.4164,1.0600,0.8600,True,prescan_batch_0004.csv
69,2b7bdb1f-48bf-4987-a420-b3887e7c4a2c.json,0,Cabinet.094,48,0.8970,1.0470,-0.5691,-0.6231,1.0470,0.8470,True,prescan_batch_0001.csv
70,3aaacd06-f617-4914-be3a-0c85e83d180b.json,0,cabinet.003,48,0.8963,1.0463,8.0655,5.9852,1.1020,0.9020,True,prescan_batch_0001.csv
71,55f2b905-d367-443d-8f88-ef71b958c81f.json,0,cabinet.002,48,0.8963,1.0463,8.0987,5.9631,1.1020,0.9020,True,prescan_batch_0002.csv
72,74927c27-b442-4803-882b-70ec8a516fc5.json,0,Cabinet.099,48,0.8953,1.0453,-3.7454,4.7662,1.0370,0.8370,True,prescan_batch_0003.csv
73,00766588-c1d9-4039-ba22-a7e037c929b9.json,0,Cabinet.104,48,0.8870,1.0370,-4.3065,0.7651,1.0370,0.8370,True,prescan_batch_0000.csv
74,032e5dbc-4026-4e03-84f1-e75553e339a3.json,0,Cabinet.153,48,0.8870,1.0370,4.9763,-4.4811,1.0370,0.8370,True,prescan_batch_0000.csv
75,04587e23-2258-481b-af19-0d1b0b724bdb.json,0,Cabinet.113,48,0.8870,1.0370,-4.2378,3.5899,1.0370,0.8370,True,prescan_batch_0000.csv
76,04bba89f-12fe-47ca-9ffd-3086764d466e.json,0,Cabinet.106,48,0.8870,1.0370,-1.4435,-6.7197,1.0370,0.8370,True,prescan_batch_0000.csv
77,05766a96-fb40-4194-a368-279ab1bff0d0.json,0,Cabinet.150,48,0.8870,1.0370,-4.4027,-0.7927,1.0370,0.8370,True,prescan_batch_0000.csv
78,0d60da77-a400-465a-9331-11a3b2d7d1f0.json,0,Cabinet.104,48,0.8870,1.0370,-4.1769,0.8409,1.0370,0.8370,True,prescan_batch_0000.csv
79,1fdd678a-5034-4c5d-b4aa-20e43178a86d.json,0,Cabinet.172,48,0.8870,1.0370,-10.5762,-4.4703,1.0370,0.8370,True,prescan_batch_0000.csv
80,200e121b-543e-4618-9abc-a12ac2753cea.json,0,Cabinet.150,48,0.8870,1.0370,-3.8906,-0.8958,1.0370,0.8370,True,prescan_batch_0000.csv
81,22a128f7-b974-4a57-8f2c-7a00089ea772.json,0,Cabinet.130,48,0.8870,1.0370,6.6921,1.6572,1.0370,0.8370,True,prescan_batch_0000.csv
82,28acfacc-d794-4ed0-b776-220b497a6b7e.json,0,Cabinet.089,48,0.8870,1.0370,-0.0879,-0.4374,1.0370,0.8370,True,prescan_batch_0001.csv
83,29d6297d-aa35-4a6e-afef-534b89943229.json,0,Cabinet.131,48,0.8870,1.0370,5.8636,-1.1412,1.0370,0.8370,True,prescan_batch_0001.csv
84,2ce51e58-c45f-424d-b333-5b56d1641f68.json,0,Cabinet.089,48,0.8870,1.0370,6.4581,-5.9520,1.0370,0.8370,True,prescan_batch_0001.csv
85,2dbf960a-6625-41b2-9fba-dad3b12bbf72.json,0,Cabinet.098,48,0.8870,1.0370,0.9319,-1.2026,1.0370,0.8370,True,prescan_batch_0001.csv
86,2de33337-c48f-418a-9dbd-7a4a9907dac1.json,0,Cabinet.114,48,0.8870,1.0370,2.1759,1.0325,1.0370,0.8370,True,prescan_batch_0001.csv
87,2e46f4c0-648f-44bd-bbbd-559d3aec5ad6.json,0,Cabinet.091,48,0.8870,1.0370,3.9679,2.9283,1.0370,0.8370,True,prescan_batch_0001.csv
88,2f7b66ba-455d-4ee4-8212-3072b100e189.json,0,Cabinet.072,48,0.8870,1.0370,-6.3326,1.8013,1.0370,0.8370,True,prescan_batch_0001.csv
89,352181fb-3bbc-471f-9b64-626e174dbc4b.json,0,Cabinet.069,48,0.8870,1.0370,-2.5729,2.3481,1.0370,0.8370,True,prescan_batch_0001.csv
90,39fc02d5-33cb-45f6-b769-c168ef4b7d82.json,0,Cabinet.281,48,0.8870,1.0370,-5.0001,-3.5593,1.0370,0.8370,True,prescan_batch_0001.csv
91,4102a334-fd59-4495-8ede-c0e6b410b735.json,0,Cabinet.153,48,0.8870,1.0370,0.5744,-6.2009,1.0370,0.8370,True,prescan_batch_0001.csv
92,4ad6d9bd-5131-4926-a8e5-801140c7127d.json,0,Cabinet.034,48,0.8870,1.0370,3.1859,-2.0312,1.0370,0.8370,True,prescan_batch_0001.csv
93,4dd7ade3-346a-466e-9ea5-64519d18029c.json,0,Cabinet.118,48,0.8870,1.0370,-0.0037,0.6419,1.0370,0.8370,True,prescan_batch_0002.csv
94,4f9b9f71-6a39-464a-9953-2500c9057118.json,0,Cabinet.281,48,0.8870,1.0370,-6.4792,-3.2889,1.0370,0.8370,True,prescan_batch_0002.csv
95,503ebcb6-9815-4412-90ea-f0bbd59ddbe9.json,0,Cabinet.143,48,0.8870,1.0370,-0.9297,1.5089,1.0370,0.8370,True,prescan_batch_0002.csv
96,5245da59-db94-49fc-99a3-76e3a2efcbff.json,0,Cabinet.062,48,0.8870,1.0370,-0.3998,-5.2074,1.0370,0.8370,True,prescan_batch_0002.csv
97,52bf981a-1892-4d36-b228-e7090210f87e.json,0,Cabinet.151,48,0.8870,1.0370,-2.2016,-5.2146,1.0370,0.8370,True,prescan_batch_0002.csv
98,53608c94-9c21-4beb-a7c4-fb19b05a1a34.json,0,Cabinet.102,48,0.8870,1.0370,1.5917,-1.6247,1.0370,0.8370,True,prescan_batch_0002.csv
99,5468f835-2ff7-49f8-8b6b-d6ee930ac01a.json,0,Cabinet.086,48,0.8870,1.0370,-3.7169,2.9171,1.0370,0.8370,True,prescan_batch_0002.csv
100,56c0b91b-90d1-4d15-9a3f-5ebd47dda561.json,0,Cabinet.247,48,0.8870,1.0370,5.8882,-0.9254,1.0370,0.8370,True,prescan_batch_0002.csv
101,5a726dd6-5222-445e-b98c-a31b0eaa7866.json,0,Cabinet.314,48,0.8870,1.0370,5.9820,-0.9405,1.0370,0.8370,True,prescan_batch_0002.csv
102,5bb4911d-eeb7-4fbc-8ce1-1cd3826eba60.json,0,Cabinet.047,48,0.8870,1.0370,1.9258,-3.5482,1.0370,0.8370,True,prescan_batch_0002.csv
103,5e162f48-e628-440f-b530-311ed1c337b2.json,0,Cabinet.075,48,0.8870,1.0370,3.4718,-2.1823,1.0370,0.8370,True,prescan_batch_0002.csv
104,65e4e3f5-f185-42d1-b3b0-db8fca65740c.json,0,Cabinet.062,48,0.8870,1.0370,-0.1718,3.9858,1.0370,0.8370,True,prescan_batch_0002.csv
105,660b0def-4f61-4aeb-9aca-5f699462de86.json,0,Cabinet.056,48,0.8870,1.0370,8.2368,0.8376,1.0370,0.8370,True,prescan_batch_0002.csv
106,6634054e-6ff5-43d2-958f-a80bb7eee357.json,0,Cabinet.063,48,0.8870,1.0370,4.1337,-0.5415,1.0370,0.8370,True,prescan_batch_0002.csv
107,6846bd34-bc78-4c4e-bfd5-58b57841b0ae.json,0,Cabinet.163,48,0.8870,1.0370,5.3592,-1.6225,1.0370,0.8370,True,prescan_batch_0002.csv
108,6a59baa9-90bc-4848-b749-c9e4d9e4d7b6.json,0,Cabinet.090,48,0.8870,1.0370,-2.7909,-1.6863,1.0370,0.8370,True,prescan_batch_0002.csv
109,74b36472-5e84-4950-93fa-faf2292e35a8.json,0,Cabinet.183,48,0.8870,1.0370,3.7733,2.2141,1.0370,0.8370,True,prescan_batch_0003.csv
110,791db4e1-eebc-44df-853a-5a14cfcc73d7.json,0,Cabinet.070,48,0.8870,1.0370,3.9292,2.4614,1.0370,0.8370,True,prescan_batch_0003.csv
111,7ecdaf36-b207-4413-bed0-af50a51127f9.json,0,Cabinet.200,48,0.8870,1.0370,9.5382,-1.2925,1.6170,1.4170,True,prescan_batch_0003.csv
112,7f4b4a59-3bc8-4151-8b9f-3cba9c79689b.json,0,Cabinet.085,48,0.8870,1.0370,1.9078,5.9333,1.0370,0.8370,True,prescan_batch_0003.csv
113,8249d7f6-33f3-4fcd-a6bd-8d9eca3e9532.json,0,Cabinet.111,48,0.8870,1.0370,5.0972,2.5583,1.0370,0.8370,True,prescan_batch_0003.csv
114,8649ef74-a41d-4efd-8fce-b6d63ee01374.json,0,Cabinet.102,48,0.8870,1.0370,5.1223,-1.2103,1.0370,0.8370,True,prescan_batch_0003.csv
115,864a6e55-ad69-4803-8922-391d57d061b9.json,0,Cabinet.127,48,0.8870,1.0370,3.2321,-6.3968,1.0370,0.8370,True,prescan_batch_0003.csv
116,881ca3a4-592f-4e86-8dd8-f95513165c94.json,0,Cabinet.304,48,0.8870,1.0370,2.7093,2.6856,1.0370,0.8370,True,prescan_batch_0003.csv
117,89d9aa82-a0dd-4ab7-b8e7-1db1edcf4e34.json,0,Cabinet.061,48,0.8870,1.0370,-0.5096,-5.2380,1.0370,0.8370,True,prescan_batch_0003.csv
118,8b922b7d-26dc-4161-9173-01f7055a7c28.json,0,Cabinet.121,48,0.8870,1.0370,4.2287,2.7509,1.0370,0.8370,True,prescan_batch_0003.csv
119,918a90d8-aaeb-4ca4-bc6d-e251606c9275.json,0,Cabinet.035,48,0.8870,1.0370,-1.5444,3.6012,1.0370,0.8370,True,prescan_batch_0003.csv
120,981389fc-7784-428f-8445-39ec5a5b3e76.json,0,Cabinet.113,48,0.8870,1.0370,4.2614,2.8616,1.0370,0.8370,True,prescan_batch_0004.csv
121,98a1fc47-1484-4dd6-840b-da2d38206db2.json,0,Cabinet.078,48,0.8870,1.0370,-2.1388,0.3685,1.0370,0.8370,True,prescan_batch_0004.csv
122,99a9a277-df69-43f1-a934-3548f4438510.json,0,Cabinet.218,48,0.8870,1.0370,-2.9176,-12.1433,1.0370,0.8370,True,prescan_batch_0004.csv
123,99b2f8ba-993e-4309-83d7-f9dbfde54c75.json,0,Cabinet.151,48,0.8870,1.0370,3.6471,-0.4176,1.0370,0.8370,True,prescan_batch_0004.csv
124,9a360326-75f4-46b1-bc38-d9537846959d.json,0,Cabinet.061,48,0.8870,1.0370,-0.2842,-5.3991,1.0370,0.8370,True,prescan_batch_0004.csv
125,9d9022af-df9f-4d4f-9252-9e0c44101854.json,0,Cabinet.063,48,0.8870,1.0370,-2.4402,-4.9410,1.0370,0.8370,True,prescan_batch_0004.csv
126,9e56ae1c-9267-41d0-ba5c-d550f2136f77.json,0,Cabinet.070,48,0.8870,1.0370,3.9392,2.4842,1.0370,0.8370,True,prescan_batch_0004.csv
127,a468c321-77ce-4657-9018-2e1e2d8757e0.json,0,Cabinet.091,48,0.8870,1.0370,4.0924,3.1807,1.0370,0.8370,True,prescan_batch_0004.csv
128,a5c582e3-749c-4e53-a996-260055e71c97.json,0,Cabinet.051,48,0.8870,1.0370,-3.3062,-5.0236,1.0370,0.8370,True,prescan_batch_0004.csv
129,a69aa762-1950-4e66-8ac4-8531bd9eabed.json,0,Cabinet.314,48,0.8870,1.0370,5.8001,-1.1421,1.0370,0.8370,True,prescan_batch_0004.csv
130,a7203875-f96f-43b7-97db-af7d0b822189.json,0,Cabinet.108,48,0.8870,1.0370,3.4401,2.5125,1.0370,0.8370,True,prescan_batch_0004.csv
131,a9c64da5-40ec-427e-83f3-d86e47809a37.json,0,Cabinet.113,48,0.8870,1.0370,-4.2353,4.0764,1.0370,0.8370,True,prescan_batch_0004.csv
132,aa78e27f-dee2-4d64-b9b4-379209f22659.json,0,Cabinet.319,48,0.8870,1.0370,2.6894,-5.5082,1.0370,0.8370,True,prescan_batch_0004.csv
133,bbd52bbc-166f-4256-998e-a35f3f924f70.json,0,Cabinet.179,48,0.8870,1.0370,-6.1105,2.8552,1.0370,0.8370,True,prescan_batch_0005.csv
134,c12b0843-b098-458f-9695-e509397c6707.json,0,Cabinet.042,48,0.8870,1.0370,-3.4103,0.7085,1.0370,0.8370,True,prescan_batch_0005.csv
135,c2dfd20c-5d38-4c45-8583-ac436d0ce2f4.json,0,Cabinet.041,48,0.8870,1.0370,3.7967,-2.8896,1.0370,0.8370,True,prescan_batch_0005.csv
136,c81f338a-0a3d-44ce-9f96-ec621c2c213d.json,0,Cabinet.113,48,0.8870,1.0370,2.6564,14.1005,1.0370,0.8370,True,prescan_batch_0005.csv
137,c8d23532-0629-40d8-a3bd-00891e4c5dc2.json,0,Cabinet.187,48,0.8870,1.0370,9.3215,1.2299,1.0370,0.8370,True,prescan_batch_0005.csv
138,ca938632-27ac-4744-ae18-6e8378d919a7.json,0,Cabinet.125,48,0.8870,1.0370,3.9025,0.7494,1.0370,0.8370,True,prescan_batch_0005.csv
139,cbf243a7-2333-4a55-99b4-25e868b03da9.json,0,Cabinet.092,48,0.8870,1.0370,3.6826,-5.4815,1.0370,0.8370,True,prescan_batch_0005.csv
140,cdbb99bd-83c9-4a15-b970-6a02ce2b7d25.json,0,Cabinet.096,48,0.8870,1.0370,0.5789,3.5294,1.0370,0.8370,True,prescan_batch_0005.csv
141,ce377776-581d-4b4c-807f-e63f7473e9b3.json,0,Cabinet.155,48,0.8870,1.0370,-2.7967,5.3747,1.0370,0.8370,True,prescan_batch_0005.csv
142,d2c7948e-b02a-49a3-beea-7481d83cd591.json,0,Cabinet.102,48,0.8870,1.0370,4.5389,-3.6126,1.4870,1.2870,True,prescan_batch_0005.csv
143,d3613b4d-75f2-4969-835b-bccbf99c0208.json,0,Cabinet.066,48,0.8870,1.0370,0.1450,-4.6567,1.0370,0.8370,True,prescan_batch_0005.csv
144,d5dc9265-5bdf-45b9-85c3-9bad0d14adc1.json,0,Cabinet.111,48,0.8870,1.0370,1.8679,3.4860,1.0370,0.8370,True,prescan_batch_0005.csv
145,d6c3ddf7-9807-40d5-8523-4a2b871c2419.json,0,Cabinet.140,48,0.8870,1.0370,5.7736,-3.4219,1.0370,0.8370,True,prescan_batch_0005.csv
146,d814978b-2875-4835-9341-011d9cfdf166.json,0,Cabinet.150,48,0.8870,1.0370,-2.9967,0.1556,1.0370,0.8370,True,prescan_batch_0005.csv
147,da2f1aa8-e941-4232-9d54-5c771097ead3.json,0,Cabinet.314,48,0.8870,1.0370,6.0328,-1.5003,1.0370,0.8370,True,prescan_batch_0005.csv
148,db05a54e-7944-49a6-85ae-0be827f515c8.json,0,Cabinet.052,48,0.8870,1.0370,4.1210,-5.1453,1.0370,0.8370,True,prescan_batch_0005.csv
149,df7f3d31-56a9-4251-bad6-4e6c04af2ec6.json,0,Cabinet.218,48,0.8870,1.0370,-2.4182,-12.0290,1.0370,0.8370,True,prescan_batch_0005.csv
150,e08e8941-25c9-4637-b7da-05bc2cd1413a.json,0,Cabinet.297,48,0.8870,1.0370,5.8459,-1.0803,1.0370,0.8370,True,prescan_batch_0005.csv
151,e17688ea-b908-4ea5-9133-2137c282e8b1.json,0,Cabinet.113,48,0.8870,1.0370,-4.2104,3.3664,1.0370,0.8370,True,prescan_batch_0006.csv
152,e2bae01c-2956-4025-8b86-7a8592b9e831.json,0,Cabinet.208,48,0.8870,1.0370,1.4641,7.4328,1.0370,0.8370,True,prescan_batch_0006.csv
153,e4822a12-4032-4229-bf70-a3c35a30840c.json,0,Cabinet.113,48,0.8870,1.0370,-4.2144,4.0313,1.0370,0.8370,True,prescan_batch_0006.csv
154,e5f5c020-50fd-4deb-83ca-ad91542fd9c2.json,0,Cabinet.109,48,0.8870,1.0370,8.2019,-5.3566,1.0370,0.8370,True,prescan_batch_0006.csv
155,e5fc8228-c9fd-4a8a-9033-e8e68d9bbe49.json,0,Cabinet.089,48,0.8870,1.0370,-3.1758,-7.4668,1.0370,0.8370,True,prescan_batch_0006.csv
156,e6857bc7-8708-409c-8fa4-4aeea5dd9a78.json,0,Cabinet.102,48,0.8870,1.0370,4.0981,0.7791,1.0370,0.8370,True,prescan_batch_0006.csv
157,f10d8b7b-fef2-443e-80d7-afc5e71a2e21.json,0,Cabinet.088,48,0.8870,1.0370,-2.7687,-1.9465,1.0370,0.8370,True,prescan_batch_0006.csv
158,f25272c2-6718-4baa-8458-e5ee500eefff.json,0,Cabinet.094,48,0.8870,1.0370,2.9234,-2.5415,1.0370,0.8370,True,prescan_batch_0006.csv
159,f93473b4-3fa4-401b-924d-ee78112f516b.json,0,Cabinet.171,48,0.8870,1.0370,-4.1876,5.0830,1.0370,0.8370,True,prescan_batch_0006.csv
160,f9dc2ac9-66f2-4b50-8ba6-5be8b8f43bc6.json,0,Cabinet.059,48,0.8870,1.0370,-1.9585,-4.7388,1.0370,0.8370,True,prescan_batch_0006.csv
161,3b345ac3-1647-4f97-9134-44b7487ed588.json,0,Cabinet.091,48,0.8838,1.0338,-5.7658,4.3055,1.0370,0.8370,True,prescan_batch_0001.csv
162,7581635e-6702-4e03-ad0b-60b859d19bcb.json,0,Cabinet.063,48,0.8830,1.0330,-2.4461,-4.8395,1.0370,0.8370,True,prescan_batch_0003.csv
163,a5af1aa3-c188-4036-85af-d00e026a6e37.json,0,Cabinet.266,48,0.8830,1.0330,2.0487,-1.5216,1.0370,0.8370,True,prescan_batch_0004.csv
164,5c304c9d-debb-4dc3-b3d2-a7666d60b2d8.json,0,Cabinet.086,48,0.8818,1.0318,-1.2343,-4.6273,1.0370,0.8370,True,prescan_batch_0002.csv
