placement_id,front_json,rank,support_name,category_id,sphere_radius,clearance,pos_x,pos_y,pos_z,surface_z,viable,source_csv
45,d86d22b5-a808-4dfb-acf4-a7a5bfc9457c.json,0,Cabinet.254,48,1.0297,1.1797,-6.0595,-2.2734,1.6850,1.4850,True,prescan_batch_0005.csv
46,00b88e19-d106-4ab8-a322-31c494a0a6b9.json,0,Cabinet.167,48,0.9870,1.1370,-6.6421,-2.8989,1.1370,0.9370,True,prescan_batch_0000.csv
47,21fc89ac-2a4b-4555-90a3-542b05b87543.json,0,Cabinet.162,48,0.9870,1.1370,-7.4506,-4.1508,1.1370,0.9370,True,prescan_batch_0000.csv
48,26ebeff9-d303-4463-a874-48d38ab502eb.json,0,Cabinet.167,48,0.9870,1.1370,-7.3180,-2.9018,1.1370,0.9370,True,prescan_batch_0001.csv
49,fb35ab36-86c0-4e93-ae22-6f42f06702b7.json,0,Cabinet.167,48,0.9870,1.1370,-7.2183,-2.5191,1.1370,0.9370,True,prescan_batch_0006.csv
50,355a7ad3-2bb5-441b-b6cd-211e7f6b46da.json,0,Cabinet.137,48,0.9670,1.1170,-3.6226,-3.7489,1.1170,0.9170,True,prescan_batch_0001.csv
51,42f1b3b9-d5a5-4df2-bfbf-67c5c9606b38.json,0,Cabinet.080,48,0.9670,1.1170,3.4499,-4.8200,1.1170,0.9170,True,prescan_batch_0001.csv
52,c0d599b3-f39b-437a-ba68-cbe816fb9862.json,0,Cabinet.137,48,0.9670,1.1170,-3.5035,-3.7694,1.1170,0.9170,True,prescan_batch_0005.csv
53,e703f50a-b6bb-4452-ae39-119ca37838cc.json,0,Cabinet.137,48,0.9670,1.1170,-3.8448,-4.6707,1.1170,0.9170,True,prescan_batch_0006.csv
54,31eee7bd-f7d4-4326-a68e-bd9016bdce33.json,0,Cabinet.093,48,0.9659,1.1159,-0.2805,-4.8664,1.2774,1.0774,True,prescan_batch_0001.csv
55,7e99f7a0-c0df-4de3-840f-ed0a806760f4.json,0,Cabinet.042,48,0.9574,1.1074,-2.1396,3.4368,1.1470,0.9470,True,prescan_batch_0003.csv
56,99b86feb-981a-4bdd-9ec9-3108afc9b3d3.json,0,Cabinet.003,48,0.9412,1.0912,-5.7484,-2.6686,1.1370,0.9370,True,prescan_batch_0004.csv
57,3723e5d6-5303-4b17-a0fb-e3cf9878e746.json,0,Cabinet.086,48,0.9327,1.0827,-5.8741,-2.6769,1.1370,0.9370,True,prescan_batch_0001.csv
58,1f564c0d-5012-4448-877e-52d8fe9d8cd2.json,0,Cabinet.125,48,0.9320,1.0820,0.6514,-4.7188,1.0820,0.8820,True,prescan_batch_0000.csv
59,a8c505d9-160b-4a66-9358-5c0bb4d90562.json,0,cabinet,48,0.9318,1.0818,-6.0636,-2.3889,1.0818,0.8818,True,prescan_batch_0004.csv
60,2d2220aa-bd4a-4c8d-a716-273daae2bf68.json,0,Cabinet.086,48,0.9227,1.0727,-5.7945,-2.5657,1.1370,0.9370,True,prescan_batch_0001.csv
61,f9f6cab1-833f-4765-9678-013a62097e2b.json,0,Cabinet.086,48,0.9227,1.0727,-6.1917,-2.6287,1.1370,0.9370,True,prescan_batch_0006.csv
62,a440c278-bf0c-44dd-a2c4-1db0efaf782c.json,0,Cabinet.089,48,0.9197,1.0697,-5.9453,-2.6362,1.1220,0.9220,True,prescan_batch_0004.csv
63,d18493f3-ed4b-4e2f-9302-1c0e827fc30f.json,0,Cabinet.082,48,0.9186,1.0686,3.2672,-4.7792,1.0800,0.8800,True,prescan_batch_0005.csv
64,2deeee08-d427-4827-93cf-4314c594d488.json,0,Cabinet.001,48,0.9150,1.0650,-4.8375,0.6168,1.0650,0.8650,True,prescan_batch_0001.csv
65,0e419fb6-6c84-4dd0-ab16-a1d561d36e69.json,0,Cabinet.049,48,0.9000,1.0500,-2.6522,4.5604,1.0500,0.8500,True,prescan_batch_0000.csv
66,5c03cf4a-dcad-4eda-bbba-901e66848c51.json,0,Cabinet.185,48,0.9000,1.0500,3.2723,4.0674,1.0500,0.8500,True,prescan_batch_0002.csv
67,af7bc99c-1565-4ceb-8cdf-05088a7a6718.json,0,Cabinet.056,48,0.9000,1.0500,-4.8947,2.5742,1.0500,0.8500,True,prescan_batch_0004.csv
68,9b098112-9633-4328-b7f8-94054dd2d87e.json,0,Cabinet.108,48,0.8995,1.0495,-4.8112,3.4164,1.0600,0.8600,True,prescan_batch_0004.csv
69,2b7bdb1f-48bf-4987-a420-b3887e7c4a2c.json,0,Cabinet.094,48,0.8970,1.0470,-0.5691,-0.6231,1.0470,0.8470,True,prescan_batch_0001.csv
70,3aaacd06-f617-4914-be3a-0c85e83d180b.json,0,cabinet.003,48,0.8963,1.0463,8.0655,5.9852,1.1020,0.9020,True,prescan_batch_0001.csv
71,55f2b905-d367-443d-8f88-ef71b958c81f.json,0,cabinet.002,48,0.8963,1.0463,8.0987,5.9631,1.1020,0.9020,True,prescan_batch_0002.csv
72,74927c27-b442-4803-882b-70ec8a516fc5.json,0,Cabinet.099,48,0.8953,1.0453,-3.7454,4.7662,1.0370,0.8370,True,prescan_batch_0003.csv
73,00766588-c1d9-4039-ba22-a7e037c929b9.json,0,Cabinet.104,48,0.8870,1.0370,-4.3065,0.7651,1.0370,0.8370,True,prescan_batch_0000.csv
74,032e5dbc-4026-4e03-84f1-e75553e339a3.json,0,Cabinet.153,48,0.8870,1.0370,4.9763,-4.4811,1.0370,0.8370,True,prescan_batch_0000.csv
75,04587e23-2258-481b-af19-0d1b0b724bdb.json,0,Cabinet.113,48,0.8870,1.0370,-4.2378,3.5899,1.0370,0.8370,True,prescan_batch_0000.csv
76,04bba89f-12fe-47ca-9ffd-3086764d466e.json,0,Cabinet.106,48,0.8870,1.0370,-1.4435,-6.7197,1.0370,0.8370,True,prescan_batch_0000.csv
77,05766a96-fb40-4194-a368-279ab1bff0d0.json,0,Cabinet.150,48,0.8870,1.0370,-4.4027,-0.7927,1.0370,0.8370,True,prescan_batch_0000.csv
78,0d60da77-a400-465a-9331-11a3b2d7d1f0.json,0,Cabinet.104,48,0.8870,1.0370,-4.1769,0.8409,1.0370,0.8370,True,prescan_batch_0000.csv
79,1fdd678a-5034-4c5d-b4aa-20e43178a86d.json,0,Cabinet.172,48,0.8870,1.0370,-10.5762,-4.4703,1.0370,0.8370,True,prescan_batch_0000.csv
80,200e121b-543e-4618-9abc-a12ac2753cea.json,0,Cabinet.150,48,0.8870,1.0370,-3.8906,-0.8958,1.0370,0.8370,True,prescan_batch_0000.csv
81,22a128f7-b974-4a57-8f2c-7a00089ea772.json,0,Cabinet.130,48,0.8870,1.0370,6.6921,1.6572,1.0370,0.8370,True,prescan_batch_0000.csv
82,28acfacc-d794-4ed0-b776-220b497a6b7e.json,0,Cabinet.089,48,0.8870,1.0370,-0.0879,-0.4374,1.0370,0.8370,True,prescan_batch_0001.csv
83,29d6297d-aa35-4a6e-afef-534b89943229.json,0,Cabinet.131,48,0.8870,1.0370,5.8636,-1.1412,1.0370,0.8370,True,prescan_batch_0001.csv
84,2ce51e58-c45f-424d-b333-5b56d1641f68.json,0,Cabinet.089,48,0.8870,1.0370,6.4581,-5.9520,1.0370,0.8370,True,prescan_batch_0001.csv
85,2dbf960a-6625-41b2-9fba-dad3b12bbf72.json,0,Cabinet.098,48,0.8870,1.0370,0.9319,-1.2026,1.0370,0.8370,True,prescan_batch_0001.csv
86,2de33337-c48f-418a-9dbd-7a4a9907dac1.json,0,Cabinet.114,48,0.8870,1.0370,2.1759,1.0325,1.0370,0.8370,True,prescan_batch_0001.csv
87,2e46f4c0-648f-44bd-bbbd-559d3aec5ad6.json,0,Cabinet.091,48,0.8870,1.0370,3.9679,2.9283,1.0370,0.8370,True,prescan_batch_0001.csv
88,2f7b66ba-455d-4ee4-8212-3072b100e189.json,0,Cabinet.072,48,0.8870,1.0370,-6.3326,1.8013,1.0370,0.8370,True,prescan_batch_0001.csv
89,352181fb-3bbc-471f-9b64-626e174dbc4b.json,0,Cabinet.069,48,0.8870,1.0370,-2.5729,2.3481,1.0370,0.8370,True,prescan_batch_0001.csv
90,39fc02d5-33cb-45f6-b769-c168ef4b7d82.json,0,Cabinet.281,48,0.8870,1.0370,-5.0001,-3.5593,1.0370,0.8370,True,prescan_batch_0001.csv
91,4102a334-fd59-4495-8ede-c0e6b410b735.json,0,Cabinet.153,48,0.8870,1.0370,0.5744,-6.2009,1.0370,0.8370,True,prescan_batch_0001.csv
92,4ad6d9bd-5131-4926-a8e5-801140c7127d.json,0,Cabinet.034,48,0.8870,1.0370,3.1859,-2.0312,1.0370,0.8370,True,prescan_batch_0001.csv
93,4dd7ade3-346a-466e-9ea5-64519d18029c.json,0,Cabinet.118,48,0.8870,1.0370,-0.0037,0.6419,1.0370,0.8370,True,prescan_batch_0002.csv
94,4f9b9f71-6a39-464a-9953-2500c9057118.json,0,Cabinet.281,48,0.8870,1.0370,-6.4792,-3.2889,1.0370,0.8370,True,prescan_batch_0002.csv
95,503ebcb6-9815-4412-90ea-f0bbd59ddbe9.json,0,Cabinet.143,48,0.8870,1.0370,-0.9297,1.5089,1.0370,0.8370,True,prescan_batch_0002.csv
96,5245da59-db94-49fc-99a3-76e3a2efcbff.json,0,Cabinet.062,48,0.8870,1.0370,-0.3998,-5.2074,1.0370,0.8370,True,prescan_batch_0002.csv
97,52bf981a-1892-4d36-b228-e7090210f87e.json,0,Cabinet.151,48,0.8870,1.0370,-2.2016,-5.2146,1.0370,0.8370,True,prescan_batch_0002.csv
98,53608c94-9c21-4beb-a7c4-fb19b05a1a34.json,0,Cabinet.102,48,0.8870,1.0370,1.5917,-1.6247,1.0370,0.8370,True,prescan_batch_0002.csv
99,5468f835-2ff7-49f8-8b6b-d6ee930ac01a.json,0,Cabinet.086,48,0.8870,1.0370,-3.7169,2.9171,1.0370,0.8370,True,prescan_batch_0002.csv
100,56c0b91b-90d1-4d15-9a3f-5ebd47dda561.json,0,Cabinet.247,48,0.8870,1.0370,5.8882,-0.9254,1.0370,0.8370,True,prescan_batch_0002.csv
101,5a726dd6-5222-445e-b98c-a31b0eaa7866.json,0,Cabinet.314,48,0.8870,1.0370,5.9820,-0.9405,1.0370,0.8370,True,prescan_batch_0002.csv
102,5bb4911d-eeb7-4fbc-8ce1-1cd3826eba60.json,0,Cabinet.047,48,0.8870,1.0370,1.9258,-3.5482,1.0370,0.8370,True,prescan_batch_0002.csv
103,5e162f48-e628-440f-b530-311ed1c337b2.json,0,Cabinet.075,48,0.8870,1.0370,3.4718,-2.1823,1.0370,0.8370,True,prescan_batch_0002.csv
104,65e4e3f5-f185-42d1-b3b0-db8fca65740c.json,0,Cabinet.062,48,0.8870,1.0370,-0.1718,3.9858,1.0370,0.8370,True,prescan_batch_0002.csv
105,660b0def-4f61-4aeb-9aca-5f699462de86.json,0,Cabinet.056,48,0.8870,1.0370,8.2368,0.8376,1.0370,0.8370,True,prescan_batch_0002.csv
106,6634054e-6ff5-43d2-958f-a80bb7eee357.json,0,Cabinet.063,48,0.8870,1.0370,4.1337,-0.5415,1.0370,0.8370,True,prescan_batch_0002.csv
107,6846bd34-bc78-4c4e-bfd5-58b57841b0ae.json,0,Cabinet.163,48,0.8870,1.0370,5.3592,-1.6225,1.0370,0.8370,True,prescan_batch_0002.csv
108,6a59baa9-90bc-4848-b749-c9e4d9e4d7b6.json,0,Cabinet.090,48,0.8870,1.0370,-2.7909,-1.6863,1.0370,0.8370,True,prescan_batch_0002.csv
